id,sex,semestre,carrera,tipo_colegio,pps_actual_20,pps_anterior_20,horas_de_estudio_semana,horas_trabajo_semana,horas_deporte,horas_cultura,horas_extracurriculares,horas_sueno,estres,apoyo_social,autoeficacia_academica,entregas_tarea_puntual,ingresos_mensual_cat,ingresos_mensual,tipo_financiamiento,costo_servicio_mensual_cat,horas_pantalla_no_academica,deuda_academica_flag,deuda_academica_months,puntualidad_pago,indice_financiero,rendimiento,asistencia_total_pct,indice_procrastinacion,alimentacion,phc_score,tiene_hijos,desercion
94,F,1,Salud,Privado,20.0,18.86,14.17,33.634564776136585,59.172082034288,47.89109043307869,80.0,23.83,0.0,6.13,48.14,79.66,Muy_bajo,300,Financiamiento_familiar,Bajo,11.784758101339557,0,0,Puntual,63.34,77.78,12.2,38.94,5.28,69.14,0,1
95,F,1,Artes,Privado,16.7,16.44,16.83,74.49767362951845,50.166402485528394,33.22346290310006,80.0,6.48,79.83,88.0,52.82,79.44,Bajo,600,Pago_directo,Muy_bajo,16.82492046779861,1,6,Puntual,36.45,83.32,65.7,42.11,7.0,24.96,0,1
96,F,3,Salud,Publico,20.0,20.0,15.05,56.56672809718749,38.539259141531474,50.57072924774222,80.0,23.65,0.0,88.13,59.92,89.23,Muy_bajo,300,Pago_directo,Bajo,3.3010182417700977,0,0,Impuntual,36.28,86.99,34.75,19.95,7.0,38.39,0,0
97,F,6,Ciencias_Sociales,Concertado,12.69,12.62,7.0,26.196701967932814,21.785315890218023,39.7567562474143,66.14282870216329,22.47,0.0,34.63,41.71,60.97,Bajo,600,Pago_directo,Bajo,23.916921940726773,1,2,Puntual,30.03,51.62,1.93,63.72,7.0,21.06,0,1
98,M,2,Artes,Concertado,10.97,8.51,3.89,14.342305778936248,53.44034552099917,52.1594071141487,80.0,13.02,3.31,41.77,45.5,67.41,Alto,3000,Beca_total,Bajo,13.242411597750047,0,0,Puntual,100.0,68.78,79.83,35.33,7.0,9.27,0,0
99,M,3,Negocios,Publico,16.65,14.37,16.46,49.47826354055492,50.21263883849228,48.71770374299633,80.0,2.21,60.09,76.96,68.13,79.26,Medio,1200,Pago_directo,Bajo,8.525292947047149,0,0,Puntual,60.04,90.41,88.65,25.36,7.0,70.99,1,1
100,M,1,Ingenieria,Publico,15.93,13.93,6.95,52.60610012076025,36.65868447892183,78.29466756676786,80.0,16.69,35.53,49.5,46.81,80.34,Medio,1200,Financiamiento_familiar,Bajo,0.8802023436921824,1,1,Impuntual,17.96,70.26,22.69,28.06,7.0,49.14,0,1
101,M,3,Salud,Privado,19.97,19.51,13.86,38.6898147102268,19.0819238153194,49.77972568469938,72.68158100725366,20.3,1.65,79.92,67.78,90.4,Muy_bajo,300,Credito,Muy_bajo,16.70032459204573,1,6,Impuntual,0.0,90.87,46.27,22.42,4.28,41.33,0,1
102,F,4,Ingenieria,Concertado,18.25,17.66,17.81,17.02086196977281,13.990120077795165,55.28309899407252,70.04456606583092,10.69,18.2,3.61,50.93,73.38,Alto,3000,Beca_parcial,Bajo,24.0,1,3,Puntual,69.75,89.43,81.45,46.43,7.0,41.03,0,0
103,M,4,Ciencias_Sociales,Privado,17.02,17.61,10.39,2.2844208669224297,27.151959580165936,71.39076821371994,80.0,5.74,0.0,25.03,49.46,64.85,Medio,1200,Beca_parcial,Bajo,13.893548369319843,0,0,Puntual,75.48,66.02,9.23,24.43,7.0,0.0,0,0
104,F,2,Artes,Publico,13.47,12.03,8.64,21.252855797381798,72.69718912600571,73.0417021350339,80.0,19.27,0.0,9.11,35.43,76.1,Muy_bajo,300,Beca_total,Bajo,8.589674502942156,0,0,Puntual,54.63,78.86,90.49,30.27,7.0,22.95,0,0
105,F,2,Ciencias,Concertado,15.86,15.46,12.6,36.57363994321472,60.31092719969777,11.270214350666317,73.8875122553555,13.08,10.66,40.42,48.03,70.56,Medio,1200,Pago_directo,Bajo,11.126330903287974,0,0,Puntual,66.03,86.19,96.4,54.32,7.0,25.59,0,1
106,M,1,Ciencias,Publico,6.96,7.91,3.49,63.034742915399356,71.28558355464153,36.30440171278556,80.0,4.74,64.05,85.42,45.42,57.31,Alto,3000,Credito,Bajo,14.890937383170291,1,1,Puntual,69.32,44.7,33.71,62.12,7.0,14.25,0,1
107,M,3,Ingenieria,Publico,15.26,17.71,8.79,68.30030630761377,67.40791879338575,75.42153504609881,80.0,22.79,0.0,56.98,53.54,66.64,Muy_bajo,300,Beca_total,Muy_bajo,17.33932776276721,1,1,Impuntual,2.05,69.71,38.16,40.46,6.52,95.06,0,0
108,F,1,Salud,Publico,12.53,12.4,5.62,33.03476477335714,36.71060521642157,76.7815274308974,80.0,22.75,0.0,52.03,50.72,83.32,Bajo,600,Credito,Bajo,5.052593495595057,0,0,Puntual,53.27,68.57,45.36,32.63,7.0,54.95,0,1
109,M,5,Artes,Publico,2.8,1.0,2.96,63.68992437468222,42.43539909255891,15.202595760708268,57.704171817983934,8.81,39.33,36.61,35.54,55.37,Alto,3000,Financiamiento_familiar,Bajo,23.76444442680445,0,0,Puntual,100.0,40.67,65.09,66.08,7.0,0.0,0,1
110,M,8,Ingenieria,Publico,10.47,11.05,10.98,79.46822588409223,13.56688559499454,35.49635401712335,53.82712779319716,1.54,99.1,6.36,44.71,81.78,Muy_bajo,300,Beca_parcial,Bajo,10.742368133241918,1,6,Impuntual,0.0,59.9,35.23,39.94,4.06,67.99,0,1
111,M,8,Negocios,Publico,11.76,11.86,10.36,57.32882998817835,57.66977212802908,22.292022579708572,80.0,15.14,8.55,76.64,59.42,78.71,Medio,1200,Beca_total,Bajo,15.672329546111236,1,1,Impuntual,26.63,68.63,54.46,34.27,7.0,80.42,1,1
112,M,6,Negocios,Publico,17.53,16.79,13.7,58.287922528112546,33.75590619113932,63.2589083893576,80.0,7.61,59.58,57.08,51.97,87.67,Bajo,600,Beca_parcial,Bajo,22.46965559414809,0,0,Puntual,62.92,84.88,55.78,29.77,7.0,52.13,0,0
113,F,4,Ciencias,Concertado,17.21,16.38,15.71,72.76292012398648,12.901522074867602,68.17339208128007,80.0,1.59,94.25,93.1,54.42,91.13,Bajo,600,Financiamiento_familiar,Bajo,14.51895707129305,1,1,Impuntual,16.3,81.42,40.68,31.93,7.0,26.17,0,1
114,F,5,Ingenieria,Publico,7.49,8.62,3.97,27.05153027335279,7.628384006814137,37.53965932281225,45.19477305335432,21.4,0.0,43.2,46.55,53.51,Medio,1200,Beca_parcial,Muy_bajo,17.503317257973798,0,0,Puntual,62.75,58.47,86.84,54.91,7.0,50.22,0,1
115,F,2,Ciencias_Sociales,Publico,14.15,13.26,14.03,0.8964314445977006,55.6907847883827,54.05280061551813,80.0,23.95,0.0,40.15,58.46,82.1,Muy_bajo,300,Financiamiento_familiar,Bajo,16.145761448980902,0,0,Puntual,52.78,85.1,93.43,47.46,6.73,41.91,0,0
116,F,4,Ciencias,Publico,6.17,8.54,6.61,78.95818173405593,38.57623785094931,69.5973028529053,80.0,8.41,76.01,97.43,47.36,68.34,Medio,1200,Beca_parcial,Bajo,7.132228867259078,0,0,Puntual,62.59,37.25,0.0,58.96,7.0,35.58,0,1
117,F,3,Negocios,Publico,12.53,10.51,11.32,39.237446213681906,0.7196313871056237,56.76151823975655,57.59384142071337,17.87,0.0,14.12,52.05,70.76,Muy_bajo,300,Beca_parcial,Muy_bajo,24.0,1,1,Impuntual,0.0,63.19,35.87,50.31,6.11,91.04,0,1
118,M,3,Ciencias,Concertado,14.0,11.93,15.3,62.85420745298615,65.96124818076972,12.51411120177596,80.0,1.58,84.64,25.24,45.69,76.94,Bajo,600,Credito,Bajo,12.170464999448429,0,0,Impuntual,45.12,71.02,48.88,41.62,7.0,34.66,0,1
119,F,5,Ingenieria,Publico,3.76,5.87,4.61,64.99929100874365,49.55697808699267,56.95938692461341,80.0,8.87,64.43,48.82,30.4,53.23,Bajo,600,Beca_parcial,Bajo,3.6016539327416703,0,0,Impuntual,49.56,41.19,61.76,62.01,7.0,22.37,0,1
120,F,2,Artes,Concertado,8.47,8.09,10.82,31.80133416640232,3.0701121918094643,12.715770485174573,19.45735623532752,2.61,56.56,52.35,49.51,70.82,Bajo,600,Beca_parcial,Bajo,24.0,0,0,Puntual,62.85,52.05,32.88,47.63,7.0,54.47,0,1
121,F,2,Artes,Publico,6.61,6.52,8.65,43.30184373778546,24.37478658510259,52.29963764677616,79.76553202041892,1.33,49.92,54.87,51.54,59.78,Bajo,600,Credito,Muy_bajo,16.783693708252123,1,3,Impuntual,2.18,50.05,53.71,59.16,7.0,47.83,0,0
122,F,7,Ingenieria,Publico,16.59,14.58,14.23,43.19324208501422,57.79245441126845,26.682691866362358,80.0,14.13,9.76,21.21,51.0,88.38,Medio,1200,Credito,Muy_bajo,15.337180099599198,0,0,Puntual,78.31,78.49,39.28,36.68,7.0,21.73,1,1
123,M,1,Salud,Privado,17.75,17.04,12.55,17.617280747540036,4.722379142966728,4.515492553986995,11.630974279838258,19.25,0.0,87.68,46.99,77.21,Alto,3000,Pago_directo,Bajo,22.762834424067293,0,0,Puntual,100.0,72.03,14.63,38.24,7.0,0.0,1,0
124,M,3,Artes,Concertado,15.77,16.09,13.85,9.411114711543478,58.90020472169746,18.1185383201555,78.11935755276733,10.87,0.0,70.35,44.63,67.81,Medio,1200,Beca_total,Bajo,13.867189478867642,1,1,Impuntual,27.1,85.84,100.0,43.12,7.0,34.52,0,0
125,M,7,Ciencias_Sociales,Publico,10.71,8.66,5.18,43.485784395410036,40.39161848852202,37.470577108053995,78.28080832736127,12.58,21.55,20.84,44.82,58.55,Bajo,600,Pago_directo,Bajo,9.39579856416785,1,1,Puntual,33.35,60.38,57.96,37.31,7.0,7.35,0,1
126,M,4,Ciencias_Sociales,Privado,15.89,16.89,12.68,9.611458148116991,62.62859225325181,79.52129808236957,80.0,6.5,17.03,24.42,52.33,76.66,Medio,1200,Pago_directo,Bajo,5.158923907128629,0,0,Puntual,69.86,72.67,34.18,48.26,7.0,8.79,0,1
127,F,4,Negocios,Publico,13.28,14.02,10.9,27.687097908761054,68.41895501744344,20.45689954951717,80.0,17.67,0.0,83.04,45.77,70.54,Alto,3000,Pago_directo,Bajo,20.610333456066197,0,0,Puntual,91.52,71.38,63.86,57.82,7.0,40.07,0,1
128,F,2,Salud,Privado,12.57,12.97,8.22,14.886666531275079,61.4206760857736,78.30259967003093,80.0,8.67,12.16,38.04,45.1,67.56,Bajo,600,Credito,Bajo,8.68524022394505,0,0,Puntual,51.58,59.78,27.84,37.05,7.0,81.91,0,0
129,M,2,Ciencias,Concertado,7.86,7.23,6.81,56.55328866262224,6.245993214987999,29.137531346724526,36.70470863043468,1.62,78.92,50.64,52.51,54.44,Bajo,600,Pago_directo,Bajo,13.437285458054525,0,0,Impuntual,49.47,53.28,59.08,52.18,7.0,30.33,0,1
130,F,6,Ciencias_Sociales,Concertado,11.21,10.61,5.97,69.76070827999902,36.82987953366816,76.80087779054655,80.0,3.97,65.43,12.04,40.28,79.04,Muy_bajo,300,Beca_parcial,Bajo,12.824397280434392,0,0,Puntual,47.24,53.37,6.24,30.56,7.0,78.92,0,1
131,M,4,Ciencias_Sociales,Privado,1.87,3.72,0.17,46.23316878817441,25.498847887520355,76.48827505142448,80.0,3.08,44.58,25.17,22.59,45.12,Bajo,600,Beca_parcial,Medio,19.175914732282358,0,0,Puntual,64.33,39.01,83.18,70.32,7.0,1.32,0,1
132,M,3,Ciencias,Publico,8.79,6.46,3.05,32.8124645737278,40.67939333833821,11.431807619346808,56.06691549032855,10.46,23.53,41.66,45.85,70.54,Alto,3000,Beca_total,Bajo,17.558090831896845,0,0,Puntual,95.26,55.82,46.5,56.89,7.0,0.0,0,0
133,M,1,Ciencias,Concertado,3.32,4.62,1.06,79.73141126570488,77.26415496362162,66.2975384021374,80.0,1.57,100.0,60.61,36.94,61.62,Bajo,600,Pago_directo,Bajo,11.466566326685747,1,6,Puntual,39.42,41.7,57.2,65.04,7.0,50.66,0,1
134,M,1,Ingenieria,Publico,20.0,18.45,15.27,1.6967308197231379,9.951696196846935,41.38496919410491,55.68240190349566,19.36,0.0,28.02,51.19,96.69,Medio,1200,Credito,Bajo,10.589562186344608,1,3,Puntual,40.16,99.11,79.28,18.23,7.0,49.79,0,0
135,F,8,Negocios,Publico,15.04,16.4,15.48,24.347286736313816,69.24786469005396,54.89600966716067,80.0,21.79,0.0,90.08,50.49,89.12,Muy_bajo,300,Pago_directo,Bajo,7.378169911025658,0,0,Puntual,51.12,87.13,88.82,44.51,7.0,20.68,0,0
136,M,3,Ingenieria,Publico,15.42,15.36,15.23,22.293852211760033,79.26825060993475,62.08604558679057,80.0,5.96,49.04,22.02,51.61,78.29,Muy_bajo,300,Credito,Bajo,8.638426568820538,0,0,Puntual,51.2,84.79,86.02,22.82,7.0,89.47,0,0
137,F,4,Ingenieria,Publico,17.65,16.95,14.72,28.496287844633574,79.20175828326471,9.962737882590416,80.0,11.65,30.31,72.89,61.4,75.54,Bajo,600,Pago_directo,Bajo,17.893065748444627,0,0,Puntual,58.7,70.72,6.29,40.89,7.0,53.35,0,0
138,F,1,Ciencias_Sociales,Concertado,5.15,4.07,3.98,18.447659292680214,63.73514295094154,63.917799578091646,80.0,12.46,0.0,31.46,41.34,57.68,Alto,3000,Pago_directo,Bajo,14.627186370078558,0,0,Puntual,90.29,38.03,26.42,56.55,7.0,47.15,0,0
139,M,5,Ciencias_Sociales,Concertado,12.3,12.22,8.85,21.141026834516474,37.24643817126629,24.22353355104032,65.39266444687777,23.64,0.0,78.34,49.61,54.32,Bajo,600,Pago_directo,Bajo,2.229518078994306,0,0,Puntual,57.0,62.98,54.74,50.22,7.0,1.59,0,1
140,Other,7,Negocios,Concertado,18.56,19.6,16.34,20.614168793386185,14.240049661813794,58.589579009839674,73.86438052314396,1.57,36.21,92.31,70.43,85.18,Medio,1200,Financiamiento_familiar,Muy_bajo,12.448335383840005,1,3,Impuntual,13.75,96.46,86.9,12.6,7.0,40.34,0,0
141,F,4,Negocios,Publico,13.69,13.96,13.68,40.45952406019445,48.657046058192606,45.892704629692965,80.0,16.03,2.03,13.7,42.37,71.23,Muy_bajo,300,Pago_directo,Bajo,23.822210350671785,1,1,Puntual,34.69,77.19,83.68,45.06,7.0,29.68,0,0
142,M,1,Ciencias,Publico,1.57,2.27,0.03,31.28442216275449,48.82981394082623,54.7732046725705,80.0,8.3,37.8,44.15,37.01,41.53,Medio,1200,Pago_directo,Bajo,4.05810382453863,0,0,Puntual,66.54,25.66,30.61,71.75,7.0,68.66,0,1
143,F,4,Negocios,Privado,15.29,17.47,8.27,51.14240815879267,25.314762698571496,49.83027907420589,77.96403601762562,12.04,26.72,15.44,32.65,80.47,Medio,1200,Credito,Muy_bajo,3.39983139362071,0,0,Puntual,63.42,77.78,64.67,44.11,7.0,0.0,0,0
144,M,5,Salud,Publico,4.55,5.16,0.19,41.15209278941484,49.34577732951603,64.83364349916889,80.0,5.21,55.33,70.58,33.54,51.52,Medio,1200,Financiamiento_familiar,Muy_bajo,17.146353320074194,1,1,Puntual,49.49,40.61,52.0,56.01,7.0,58.71,0,1
145,M,3,Negocios,Concertado,8.65,9.09,5.05,14.673748189578442,9.323774360672,71.56480633063299,80.0,3.85,15.2,78.22,54.91,73.96,Muy_bajo,300,Pago_directo,Bajo,23.878119138401026,0,0,Puntual,47.13,68.18,90.31,44.61,7.0,11.91,0,0
146,M,6,Ciencias,Concertado,7.42,6.8,7.84,64.80359831476062,50.72067343624638,35.92816651144354,80.0,5.85,56.28,38.95,36.18,48.36,Muy_bajo,300,Credito,Muy_bajo,1.900857988450279,1,2,Impuntual,8.96,52.24,71.93,63.0,6.24,84.5,0,1
147,F,4,Negocios,Concertado,16.22,15.34,16.07,37.77561586724457,71.73779064108655,31.373676190098312,80.0,1.71,46.89,34.68,45.53,62.25,Muy_bajo,300,Pago_directo,Bajo,9.094259193847344,0,0,Puntual,47.04,66.41,22.97,41.27,7.0,41.73,0,1
148,F,7,Negocios,Publico,13.15,13.3,11.78,12.258521432478622,37.765225107184364,19.375225618562233,59.678333571331606,6.67,16.29,20.38,36.09,85.59,Alto,3000,Beca_total,Bajo,2.5428897726817192,0,0,Impuntual,70.22,67.31,37.7,46.74,7.0,0.0,0,1
149,M,4,Ciencias,Privado,10.12,7.69,6.52,13.350387434292976,61.16503806754055,65.10712174971576,80.0,16.57,0.0,30.65,35.27,47.8,Muy_bajo,300,Financiamiento_familiar,Bajo,7.685191751681444,1,3,Impuntual,10.53,47.62,27.36,65.28,5.28,77.29,0,1
150,M,1,Ingenieria,Publico,11.02,11.4,8.83,63.75747283831647,50.851245272440195,77.361100654237,80.0,15.64,22.15,32.39,36.54,79.82,Muy_bajo,300,Beca_parcial,Bajo,14.069490396698319,1,3,Impuntual,0.0,60.65,37.96,38.05,7.0,45.82,0,1
151,F,2,Negocios,Privado,14.43,13.6,14.71,56.239454737848035,0.2451300637210796,15.62573067433286,19.82498939998983,13.31,27.68,15.56,47.77,79.42,Bajo,600,Credito,Muy_bajo,11.385318529072048,0,0,Puntual,58.37,60.71,0.0,38.72,7.0,0.0,0,1
152,M,2,Ciencias,Publico,5.68,7.06,5.39,40.52223620318088,9.759873949251743,36.62739053971626,50.756282551620416,0.01,71.51,31.0,46.34,59.81,Bajo,600,Credito,Bajo,9.874508669797246,0,0,Impuntual,44.48,40.58,27.19,57.73,7.0,0.0,0,1
153,M,7,Ciencias,Publico,10.8,8.99,11.07,24.48652078018659,61.986830687983826,61.62700037780248,80.0,3.02,47.06,85.73,56.58,51.0,Medio,1200,Pago_directo,Bajo,6.254666152779423,0,0,Puntual,73.64,68.34,91.75,59.92,7.0,7.36,0,0
154,F,5,Ciencias_Sociales,Publico,7.54,8.65,4.72,36.841762943766085,3.2362341845405496,50.88343653148328,57.26061290108821,20.23,0.0,32.54,30.22,59.2,Alto,3000,Beca_parcial,Bajo,15.838650919361768,0,0,Impuntual,70.53,53.76,68.37,48.59,7.0,26.36,0,1
155,Other,5,Salud,Concertado,13.89,13.62,8.64,50.918682971043474,76.49981257038368,65.20247031482322,80.0,6.52,59.2,22.44,39.05,82.73,Bajo,600,Pago_directo,Bajo,14.627257284650717,1,12,Impuntual,0.56,65.07,23.03,40.46,7.0,34.43,0,1
156,M,2,Negocios,Publico,11.02,10.62,0.44,70.34258539436115,71.5260929433037,1.2916280432532812,75.92662028439766,21.89,2.46,33.46,30.66,75.48,Alto,3000,Pago_directo,Bajo,16.765618822537473,1,1,Impuntual,47.26,55.31,23.29,42.58,7.0,7.63,0,1
157,F,2,Ciencias_Sociales,Publico,18.6,16.33,15.34,44.46942941429829,28.989995370623724,72.90779649632424,80.0,20.99,0.0,96.03,56.28,88.73,Medio,1200,Financiamiento_familiar,Bajo,19.36352891025069,0,0,Puntual,77.49,91.05,66.95,16.32,7.0,0.0,0,0
158,F,5,Artes,Publico,3.25,2.47,0.87,22.138823581900013,24.830709132340097,4.908141293458588,33.778678070794015,3.72,20.45,76.46,32.64,59.37,Bajo,600,Credito,Bajo,18.685341894148884,1,3,Impuntual,18.03,48.01,87.13,58.91,7.0,63.03,0,1
159,M,3,Ciencias_Sociales,Privado,9.66,11.82,4.04,3.419193175478288,49.034542940512466,35.63825192482135,80.0,21.56,0.0,20.17,46.91,65.17,Alto,3000,Credito,Bajo,23.766125585542913,0,0,Impuntual,79.76,64.78,78.58,39.58,7.0,0.0,0,0
160,F,2,Ciencias_Sociales,Privado,10.52,8.08,6.0,14.036404473339248,48.94340975884176,22.06115186491031,75.33454094338892,15.07,0.0,75.26,46.47,80.22,Medio,1200,Financiamiento_familiar,Muy_bajo,4.7082460450455335,0,0,Puntual,63.27,75.35,97.38,32.11,7.0,15.48,0,1
161,M,4,Salud,Concertado,11.46,9.68,11.25,52.014209652997025,7.1226554642602835,74.25549856891843,80.0,15.13,24.89,76.62,47.8,77.15,Bajo,600,Beca_total,Muy_bajo,24.0,0,0,Puntual,64.85,75.32,90.39,58.34,7.0,49.19,0,0
162,F,1,Artes,Concertado,13.26,14.69,12.96,12.834957345932612,17.230854333464443,22.0114506850431,43.91194142975344,20.46,0.0,95.01,54.69,75.3,Medio,1200,Financiamiento_familiar,Bajo,5.225957199375592,0,0,Puntual,66.49,63.23,23.13,54.73,7.0,58.55,1,0
163,F,2,Salud,Publico,8.12,7.65,1.45,38.52316425147607,50.917326869530996,29.86695422951221,80.0,9.72,24.6,84.11,48.74,61.76,Bajo,600,Pago_directo,Bajo,21.236204367191142,0,0,Puntual,69.51,40.61,0.0,50.4,7.0,0.0,0,1
164,F,3,Salud,Publico,3.24,1.48,0.78,55.91640123811083,64.06164084910479,71.06720480310288,80.0,17.65,16.78,9.52,34.06,56.59,Muy_bajo,300,Beca_parcial,Bajo,20.326371902996247,1,1,Puntual,30.59,42.52,67.47,70.19,7.0,0.4,0,1
165,M,1,Ciencias_Sociales,Privado,17.3,15.67,14.38,24.657992112248863,15.360199729891502,42.99249122702573,60.76816718252766,16.03,0.0,45.46,59.23,63.49,Medio,1200,Financiamiento_familiar,Bajo,16.965916519411305,0,0,Puntual,61.94,87.67,90.49,49.01,7.0,0.0,0,1
166,F,8,Ingenieria,Publico,14.79,12.89,12.82,53.52847118458289,56.15457716587346,71.85613649408167,80.0,18.52,27.91,65.3,48.44,90.79,Medio,1200,Pago_directo,Bajo,17.660231377696615,0,0,Puntual,75.76,73.76,36.98,35.52,7.0,66.61,0,0
167,M,2,Ingenieria,Publico,18.82,16.54,14.97,46.48576493182549,69.63802028586471,52.87752837901949,80.0,15.84,31.77,92.34,58.94,96.25,Medio,1200,Pago_directo,Bajo,17.036694190248014,0,0,Puntual,76.86,77.38,1.5,22.01,7.0,67.54,0,1
168,M,1,Ciencias_Sociales,Publico,16.54,19.0,12.18,35.115128554271635,9.424411430123003,6.335328210519897,20.38696727156875,1.92,58.24,3.52,43.09,94.13,Muy_bajo,300,Pago_directo,Bajo,13.183369463613595,0,0,Puntual,52.86,72.64,13.78,23.27,6.46,59.34,0,0
169,M,2,Artes,Publico,14.27,14.21,13.52,71.77963831074088,35.128271658555605,34.78293428015078,71.94735953070779,7.03,78.61,31.82,51.59,72.3,Alto,3000,Pago_directo,Bajo,1.2097428239857537,0,0,Puntual,92.56,58.91,0.0,21.3,7.0,0.0,0,1
170,F,5,Negocios,Publico,9.25,8.08,6.82,55.3647112341955,68.04444173524337,14.111079002585889,80.0,22.56,0.0,49.22,47.75,66.2,Muy_bajo,300,Credito,Bajo,15.101409426262354,0,0,Puntual,55.48,45.76,5.25,59.6,5.75,70.59,0,1
171,F,3,Ingenieria,Publico,13.75,13.85,10.62,28.847762652206015,29.650151766593122,5.210662906192276,39.76388430360368,5.36,39.89,36.32,42.55,78.69,Bajo,600,Pago_directo,Bajo,10.06416365209555,0,0,Puntual,65.11,59.77,5.88,36.25,7.0,77.77,1,1
172,M,4,Ingenieria,Publico,13.04,12.39,14.5,64.34116268204333,21.556586131126707,29.90551448834939,55.87538872160596,11.33,55.69,40.58,56.46,70.59,Bajo,600,Pago_directo,Muy_bajo,7.369735415767452,1,1,Impuntual,19.95,56.16,1.08,41.65,7.0,82.54,0,1
173,F,1,Negocios,Publico,3.63,5.2,3.1,59.04817713357374,59.649180208650094,72.67432708340536,80.0,8.57,40.49,36.91,31.21,71.05,Muy_bajo,300,Financiamiento_familiar,Bajo,12.882389159472622,1,3,Puntual,33.12,43.66,54.81,55.97,7.0,75.75,0,1
174,M,1,Ciencias_Sociales,Publico,12.29,12.79,7.61,63.33471724065315,32.06223343868828,9.413594770072296,43.89838679731545,2.07,84.33,97.06,57.19,77.72,Bajo,600,Credito,Bajo,21.196362782729572,1,3,Impuntual,18.33,55.88,0.0,42.09,7.0,35.85,0,1
175,F,3,Ciencias,Publico,14.85,16.5,13.33,51.27647864327955,56.50493936999487,0.5417679952718579,60.89642857104471,4.35,45.1,80.32,65.83,88.87,Medio,1200,Financiamiento_familiar,Bajo,14.299671592802557,0,0,Puntual,74.96,85.68,79.01,20.96,7.0,27.88,0,0
176,M,6,Negocios,Publico,14.4,13.08,9.59,30.34964926715989,10.111296348837149,74.8071296938189,80.0,6.88,39.73,73.67,59.54,59.1,Medio,1200,Credito,Bajo,23.875830273355746,0,0,Puntual,75.53,76.73,79.99,36.08,7.0,31.71,0,0
177,F,7,Ciencias_Sociales,Concertado,11.06,11.27,12.27,27.88628124834153,44.28087213424584,42.40843927442203,80.0,11.12,13.12,41.07,47.1,83.92,Alto,3000,Credito,Bajo,11.124116128429105,0,0,Puntual,97.25,68.56,60.87,51.52,7.0,2.39,0,1
178,M,1,Ciencias_Sociales,Publico,8.76,7.58,5.27,52.33210886074115,30.35686737894838,44.68642319760483,75.09675418225424,20.99,0.0,88.15,41.95,65.58,Medio,1200,Financiamiento_familiar,Muy_bajo,5.298080407150559,1,2,Impuntual,12.55,62.29,79.18,62.97,7.0,33.43,0,1
179,F,4,Artes,Concertado,10.44,9.2,0.58,10.472000637352092,79.78440501284805,74.27624078239296,80.0,12.37,1.08,9.33,39.35,78.51,Bajo,600,Financiamiento_familiar,Bajo,8.35353517704598,0,0,Puntual,69.97,51.2,6.14,40.09,7.0,0.0,0,1
180,M,7,Ingenieria,Concertado,5.51,3.91,0.52,65.59314803988606,47.31131356829104,56.014301114175076,80.0,15.65,47.78,14.34,30.11,50.16,Medio,1200,Financiamiento_familiar,Bajo,4.3653590176520165,0,0,Puntual,60.49,30.88,6.21,44.67,7.0,63.46,0,1
181,M,3,Ingenieria,Concertado,18.25,17.76,16.97,29.62683071984585,54.573225294020304,66.14502695064205,80.0,10.22,36.36,95.41,54.61,83.53,Medio,1200,Beca_parcial,Bajo,17.23085955486547,0,0,Puntual,70.46,84.3,49.32,39.69,7.0,0.0,1,0
182,M,6,Ingenieria,Publico,18.15,19.13,17.0,50.429759149243914,10.482809347775817,61.63947810259018,72.60321284621604,20.88,10.09,51.7,65.18,91.82,Bajo,600,Pago_directo,Bajo,4.284990413259993,1,2,Impuntual,13.15,77.03,8.74,22.83,7.0,0.0,0,0
183,F,1,Negocios,Publico,5.84,5.88,3.8,39.92511319467344,79.35753742064942,48.94859469067796,80.0,15.9,7.66,15.95,32.26,46.42,Medio,1200,Beca_parcial,Muy_bajo,13.615985989322262,0,0,Puntual,70.06,42.67,52.96,58.9,7.0,0.0,0,1
184,F,7,Salud,Publico,3.76,6.12,2.65,41.54611936197231,4.112357292516835,55.071895339204715,60.89073563224127,2.18,65.6,94.91,46.5,45.97,Bajo,600,Beca_parcial,Muy_bajo,23.316580659828894,1,1,Puntual,30.17,43.66,72.46,57.73,7.0,81.02,1,1
185,M,5,Ingenieria,Concertado,3.24,2.07,0.33,59.040491696107765,5.66693368026951,44.856239572083794,54.401113009694,11.46,36.39,97.48,50.19,61.93,Bajo,600,Financiamiento_familiar,Bajo,11.722599173121255,0,0,Puntual,59.49,45.45,67.41,65.49,7.0,90.54,0,1
186,F,7,Negocios,Publico,10.89,11.84,4.16,50.13360429371347,6.058821941456367,28.43178431238936,39.14822930096902,19.85,0.0,88.15,42.75,78.4,Bajo,600,Credito,Bajo,10.358435743771889,0,0,Puntual,61.75,55.49,17.57,34.66,7.0,20.72,0,1
187,F,5,Salud,Privado,10.18,9.55,6.02,20.024719067657077,69.64805159042844,22.82820683511521,80.0,17.61,0.0,23.86,36.86,70.56,Medio,1200,Beca_total,Bajo,6.203401113785969,1,2,Impuntual,19.32,49.93,12.6,66.41,7.0,0.0,0,1
188,F,3,Salud,Privado,11.84,11.08,4.34,5.938074513899023,58.28714469974781,14.07555639323741,74.63155967871096,21.73,0.0,27.85,42.66,78.43,Medio,1200,Credito,Bajo,18.75137746217883,0,0,Puntual,71.37,73.13,78.64,33.02,7.0,0.0,0,0
