id,pps_actual_20,pps_anterior_20,asistencia_teorico_pct,asistencia_laboratorio_pct,asistencia_total_pct,autoeficacia_academica,entregas_tarea_puntual,horas_de_estudio_semana,indice_procrastinacion,alimentacion,actividad_fisica,horas_pantalla_no_academica,horas_sueno,habitos_vida,puntualidad_pago,ingresos_mensual,deuda_academica,tipo_financiamiento,costo_servicio_mensual,indice_financiero,horas_deporte,horas_cultura,horas_extracurriculares,horas_trabajo_semana,estres,apoyo_social,rendimiento,riesgo_de_desercion,bienestar_estudiantil
89,Inicio,Inicio,Baja,Baja,Baja,Excelente,Moderado,Insuficiente,Mínimo,Inadecuada,Frecuente,Alto,Adecuado,Bueno,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Sostenible,Ocasional,Nula,Baja,Tiempo completo,Muy alto,Excelente,Destacado,Medio,Crítico
90,En proceso,En proceso,Baja,Media,Alta,Alta,Moderado,Limitado,Mínimo,Moderada,Nula,Alto,Regular,Bueno,Impuntual,Bajo,Con deuda,Credito,Bajo,Estable,Ocasional,Constante,Media,Ninguna,Muy alto,Bueno,Inicio,Bajo,Excelente
91,Destacado,Destacado,Baja,Baja,Alta,Alta,Moderado,Adecuado,Ocasional,Inadecuada,Nula,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Pago Directo,Bajo,Estable,Constante,Frecuente,Media,Parcial alta,Bajo,Moderado,Previsto,Medio,Excelente
92,En proceso,En proceso,Baja,Baja,Excelente,Excelente,Moderado,Adecuado,Mínimo,Inadecuada,Frecuente,Alto,Deficiente,Bueno,Puntual,Medio,Sin deuda,Financiamiento Familiar,Bajo,Sostenible,Frecuente,Constante,Alta,Tiempo completo,Muy alto,Excelente,En proceso,Alto,Excelente
93,Inicio,Inicio,Baja,Baja,Media,Alta,Moderado,Insuficiente,Ocasional,Adecuada,Baja,Moderado,Excesivo,Excelente,Puntual,Bajo,Con deuda,Credito,Bajo,Riesgo moderado,Ocasional,Nula,Baja,Ninguna,Muy alto,Bueno,En proceso,Alto,Crítico
94,Destacado,Destacado,Baja,Baja,Baja,Excelente,Moderado,Adecuado,Mínimo,Inadecuada,Nula,Alto,Regular,Bueno,Puntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Vulnerable,Constante,Constante,Baja,Ninguna,Alto,Moderado,Previsto,Alto,Regular
95,Destacado,Destacado,Baja,Media,Media,Alta,Moderado,Adecuado,Mínimo,Moderada,Baja,Bajo,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Pago Directo,Muy Bajo,Riesgo moderado,Nula,Frecuente,Baja,Tiempo completo,Bajo,Excelente,Destacado,Bajo,Crítico
96,Previsto,Inicio,Baja,Media,Excelente,Media,Consistente,Adecuado,Frecuente,Adecuada,Baja,Moderado,Excesivo,Excelente,Impuntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Vulnerable,Nula,Frecuente,Alta,Ninguna,Bajo,Moderado,Inicio,Medio,Regular
97,En proceso,Inicio,Baja,Media,Alta,Excelente,Moderado,Limitado,Ocasional,Inadecuada,Baja,Moderado,Excesivo,Excelente,Puntual,Bajo,Sin deuda,Pago Directo,Bajo,Vulnerable,Ocasional,Ocasional,Baja,Parcial alta,Alto,Moderado,Destacado,Medio,Regular
98,Previsto,En proceso,Baja,Baja,Baja,Alta,Moderado,Adecuado,Ocasional,Inadecuada,Baja,Alto,Regular,Bueno,Puntual,Alto,Sin deuda,Beca Total,Bajo,Vulnerable,Constante,Ocasional,Media,Parcial baja,Muy alto,Excelente,Previsto,Medio,Regular
99,Destacado,Destacado,Baja,Baja,Excelente,Alta,Moderado,Adecuado,Mínimo,Moderada,Baja,Moderado,Excesivo,Excelente,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Sostenible,Frecuente,Nula,Alta,Tiempo completo,Alto,Excelente,En proceso,Alto,Regular
100,En proceso,En proceso,Baja,Baja,Baja,Alta,Moderado,Limitado,Ocasional,Adecuada,Baja,Alto,Excesivo,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Bajo,Estable,Constante,Constante,Alta,Parcial alta,Alto,Excelente,En proceso,Alto,Regular
101,Destacado,Destacado,Baja,Baja,Baja,Excelente,Moderado,Adecuado,Mínimo,Adecuada,Baja,Alto,Adecuado,Excelente,Puntual,Muy Bajo,Con deuda,Credito,Muy Bajo,Vulnerable,Ocasional,Ocasional,Alta,Tiempo completo,Moderado,Moderado,Inicio,Alto,Regular
102,En proceso,En proceso,Baja,Baja,Media,Excelente,Moderado,Limitado,Ocasional,Moderada,Baja,Alto,Adecuado,Bueno,Puntual,Alto,Sin deuda,Beca Parcial,Bajo,Sostenible,Ocasional,Constante,Baja,Ninguna,Alto,Insuficiente,Previsto,Medio,Regular
103,Previsto,Previsto,Baja,Media,Baja,Excelente,Ejemplar,Adecuado,Mínimo,Moderada,Nula,Moderado,Regular,Excelente,Puntual,Medio,Sin deuda,Beca Parcial,Bajo,Estable,Frecuente,Frecuente,Baja,Parcial alta,Moderado,Insuficiente,Inicio,Alto,Regular
104,Inicio,Inicio,Baja,Baja,Alta,Alta,Moderado,Insuficiente,Ocasional,Adecuada,Baja,Moderado,Regular,Excelente,Puntual,Muy Bajo,Sin deuda,Beca Total,Bajo,Estable,Ocasional,Frecuente,Media,Parcial alta,Moderado,Moderado,En proceso,Medio,Regular
105,Destacado,Destacado,Baja,Baja,Alta,Baja,Consistente,Adecuado,Mínimo,Moderada,Baja,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Estable,Ocasional,Constante,Media,Parcial alta,Moderado,Excelente,Inicio,Bajo,Regular
106,Destacado,Previsto,Baja,Baja,Baja,Excelente,Ejemplar,Adecuado,Ocasional,Adecuada,Baja,Moderado,Excesivo,Excelente,Puntual,Alto,Sin deuda,Credito,Bajo,Vulnerable,Constante,Frecuente,Media,Parcial alta,Alto,Bueno,Inicio,Bajo,Regular
107,En proceso,En proceso,Baja,Media,Alta,Excelente,Moderado,Limitado,Ocasional,Inadecuada,Nula,Alto,Adecuado,Bueno,Impuntual,Muy Bajo,Con deuda,Beca Total,Muy Bajo,Riesgo moderado,Ocasional,Constante,Alta,Ninguna,Alto,Excelente,Inicio,Bajo,Excelente
108,En proceso,En proceso,Baja,Baja,Alta,Baja,Moderado,Limitado,Ocasional,Moderada,Baja,Alto,Regular,Excelente,Puntual,Bajo,Sin deuda,Credito,Bajo,Vulnerable,Frecuente,Nula,Baja,Tiempo completo,Bajo,Excelente,Destacado,Alto,Excelente
109,Inicio,Inicio,Baja,Baja,Baja,Baja,Crítico,Insuficiente,Ocasional,Adecuada,Baja,Alto,Adecuado,Excelente,Puntual,Alto,Sin deuda,Financiamiento Familiar,Bajo,Estable,Constante,Nula,Media,Parcial alta,Alto,Excelente,Destacado,Alto,Excelente
110,En proceso,Inicio,Baja,Baja,Excelente,Baja,Moderado,Limitado,Ocasional,Inadecuada,Baja,Alto,Regular,Bueno,Puntual,Muy Bajo,Sin deuda,Beca Parcial,Bajo,Riesgo moderado,Nula,Constante,Baja,Parcial alta,Muy alto,Moderado,Previsto,Alto,Crítico
111,En proceso,Inicio,Baja,Media,Media,Baja,Moderado,Limitado,Frecuente,Moderada,Nula,Moderado,Regular,Excelente,Puntual,Medio,Con deuda,Beca Total,Bajo,Vulnerable,Constante,Ocasional,Baja,Parcial baja,Muy alto,Moderado,Previsto,Medio,Regular
112,Inicio,Inicio,Baja,Media,Alta,Baja,Crítico,Insuficiente,Frecuente,Moderada,Baja,Moderado,Regular,Excelente,Puntual,Bajo,Sin deuda,Beca Parcial,Bajo,Estable,Nula,Nula,Baja,Parcial baja,Moderado,Moderado,Inicio,Alto,Regular
113,Inicio,Inicio,Baja,Baja,Baja,Media,Crítico,Insuficiente,Frecuente,Inadecuada,Baja,Bajo,Regular,Excelente,Puntual,Bajo,Con deuda,Financiamiento Familiar,Bajo,Estable,Nula,Constante,Baja,Tiempo completo,Muy alto,Moderado,En proceso,Alto,Crítico
114,En proceso,En proceso,Baja,Media,Baja,Alta,Moderado,Adecuado,Mínimo,Inadecuada,Frecuente,Moderado,Deficiente,Bueno,Puntual,Medio,Sin deuda,Beca Parcial,Muy Bajo,Riesgo moderado,Nula,Nula,Media,Tiempo completo,Bajo,Insuficiente,Destacado,Medio,Crítico
115,Destacado,Destacado,Baja,Media,Baja,Media,Moderado,Adecuado,Mínimo,Moderada,Frecuente,Alto,Adecuado,Bueno,Puntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Sostenible,Nula,Frecuente,Media,Ninguna,Moderado,Bueno,En proceso,Bajo,Crítico
116,Destacado,Destacado,Baja,Baja,Alta,Excelente,Moderado,Adecuado,Mínimo,Inadecuada,Nula,Moderado,Excesivo,Excelente,Impuntual,Medio,Con deuda,Beca Parcial,Bajo,Estable,Frecuente,Frecuente,Media,Ninguna,Alto,Excelente,Inicio,Alto,Crítico
117,Previsto,Previsto,Baja,Media,Baja,Baja,Consistente,Adecuado,Mínimo,Moderada,Nula,Alto,Adecuado,Excelente,Puntual,Muy Bajo,Sin deuda,Beca Parcial,Muy Bajo,Sostenible,Frecuente,Ocasional,Media,Parcial alta,Bajo,Moderado,Destacado,Medio,Excelente
118,En proceso,En proceso,Baja,Baja,Alta,Media,Moderado,Adecuado,Ocasional,Adecuada,Baja,Alto,Deficiente,Bueno,Puntual,Bajo,Sin deuda,Credito,Bajo,Riesgo moderado,Nula,Constante,Baja,Parcial baja,Moderado,Insuficiente,En proceso,Medio,Crítico
119,Destacado,Destacado,Baja,Baja,Excelente,Excelente,Consistente,Adecuado,Mínimo,Moderada,Baja,Moderado,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Beca Parcial,Bajo,Riesgo moderado,Constante,Ocasional,Alta,Ninguna,Muy alto,Excelente,Destacado,Medio,Excelente
120,En proceso,En proceso,Baja,Media,Alta,Media,Moderado,Adecuado,Ocasional,Moderada,Frecuente,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Beca Parcial,Bajo,Sostenible,Ocasional,Nula,Media,Parcial baja,Muy alto,Moderado,Previsto,Alto,Crítico
121,Previsto,Previsto,Baja,Baja,Media,Media,Moderado,Limitado,Mínimo,Moderada,Nula,Moderado,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Credito,Muy Bajo,Sostenible,Ocasional,Frecuente,Baja,Parcial baja,Moderado,Excelente,Inicio,Medio,Crítico
122,En proceso,En proceso,Baja,Media,Alta,Alta,Moderado,Limitado,Mínimo,Inadecuada,Nula,Moderado,Regular,Excelente,Impuntual,Medio,Sin deuda,Credito,Muy Bajo,Vulnerable,Constante,Nula,Baja,Ninguna,Muy alto,Moderado,Previsto,Medio,Regular
123,Destacado,Destacado,Baja,Baja,Baja,Media,Crítico,Adecuado,Mínimo,Moderada,Nula,Moderado,Excesivo,Excelente,Puntual,Alto,Sin deuda,Pago Directo,Bajo,Riesgo moderado,Frecuente,Constante,Baja,Parcial baja,Alto,Excelente,Previsto,Alto,Excelente
124,Inicio,Inicio,Baja,Baja,Media,Baja,Moderado,Limitado,Ocasional,Inadecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Beca Total,Bajo,Vulnerable,Nula,Frecuente,Alta,Tiempo completo,Alto,Insuficiente,Inicio,Bajo,Regular
125,En proceso,En proceso,Baja,Media,Baja,Baja,Moderado,Limitado,Ocasional,Adecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Bajo,Con deuda,Pago Directo,Bajo,Vulnerable,Ocasional,Constante,Alta,Parcial alta,Muy alto,Bueno,Previsto,Medio,Crítico
126,Inicio,Inicio,Baja,Media,Excelente,Baja,Crítico,Insuficiente,Frecuente,Adecuada,Baja,Moderado,Adecuado,Excelente,Impuntual,Medio,Con deuda,Pago Directo,Bajo,Estable,Constante,Ocasional,Media,Parcial baja,Bajo,Bueno,Previsto,Bajo,Crítico
127,En proceso,En proceso,Baja,Media,Excelente,Media,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Alto,Sin deuda,Pago Directo,Bajo,Sostenible,Nula,Frecuente,Baja,Ninguna,Bajo,Moderado,Inicio,Bajo,Regular
128,En proceso,En proceso,Baja,Baja,Baja,Media,Moderado,Insuficiente,Ocasional,Inadecuada,Nula,Moderado,Excesivo,Excelente,Impuntual,Bajo,Con deuda,Credito,Bajo,Estable,Ocasional,Constante,Baja,Tiempo completo,Bajo,Moderado,Previsto,Medio,Crítico
129,En proceso,En proceso,Baja,Alta,Excelente,Alta,Moderado,Adecuado,Mínimo,Adecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Pago Directo,Bajo,Estable,Nula,Ocasional,Media,Ninguna,Alto,Excelente,Previsto,Medio,Excelente
130,Previsto,Previsto,Baja,Media,Alta,Media,Consistente,Adecuado,Ocasional,Inadecuada,Nula,Alto,Excesivo,Bueno,Impuntual,Muy Bajo,Con deuda,Beca Parcial,Bajo,Estable,Nula,Ocasional,Media,Tiempo completo,Alto,Insuficiente,Inicio,Medio,Regular
131,En proceso,En proceso,Baja,Baja,Baja,Media,Crítico,Limitado,Ocasional,Moderada,Baja,Moderado,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Beca Parcial,Medio,Riesgo moderado,Frecuente,Nula,Media,Tiempo completo,Bajo,Insuficiente,Destacado,Bajo,Excelente
132,En proceso,Inicio,Baja,Media,Media,Media,Moderado,Insuficiente,Ocasional,Inadecuada,Baja,Moderado,Excesivo,Excelente,Puntual,Alto,Sin deuda,Beca Total,Bajo,Riesgo moderado,Nula,Nula,Baja,Parcial baja,Moderado,Insuficiente,Previsto,Alto,Regular
133,Previsto,Previsto,Baja,Media,Media,Excelente,Consistente,Adecuado,Ocasional,Inadecuada,Baja,Alto,Excesivo,Bueno,Puntual,Bajo,Sin deuda,Pago Directo,Bajo,Vulnerable,Nula,Nula,Baja,Parcial alta,Alto,Excelente,Destacado,Alto,Excelente
134,Previsto,Previsto,Baja,Baja,Media,Excelente,Ejemplar,Adecuado,Mínimo,Inadecuada,Baja,Moderado,Adecuado,Excelente,Impuntual,Medio,Con deuda,Credito,Bajo,Estable,Constante,Nula,Media,Parcial baja,Bajo,Excelente,Inicio,Medio,Excelente
135,Destacado,Destacado,Baja,Alta,Alta,Media,Consistente,Adecuado,Mínimo,Moderada,Baja,Bajo,Adecuado,Excelente,Impuntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Vulnerable,Ocasional,Constante,Alta,Ninguna,Bajo,Bueno,Previsto,Medio,Crítico
136,Destacado,Destacado,Baja,Baja,Media,Alta,Consistente,Adecuado,Mínimo,Adecuada,Nula,Moderado,Excesivo,Excelente,Impuntual,Muy Bajo,Con deuda,Credito,Bajo,Vulnerable,Frecuente,Constante,Alta,Tiempo completo,Moderado,Moderado,Inicio,Bajo,Excelente
137,Inicio,Inicio,Baja,Baja,Excelente,Alta,Moderado,Limitado,Frecuente,Moderada,Nula,Moderado,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Pago Directo,Bajo,Vulnerable,Nula,Nula,Media,Parcial alta,Alto,Insuficiente,Inicio,Medio,Regular
138,Previsto,Destacado,Baja,Media,Baja,Media,Ejemplar,Adecuado,Mínimo,Inadecuada,Baja,Alto,Adecuado,Bueno,Puntual,Alto,Con deuda,Pago Directo,Bajo,Sostenible,Nula,Constante,Baja,Ninguna,Alto,Excelente,Destacado,Medio,Excelente
139,Inicio,En proceso,Baja,Baja,Alta,Media,Crítico,Insuficiente,Ocasional,Inadecuada,Nula,Bajo,Excesivo,Excelente,Impuntual,Bajo,Con deuda,Pago Directo,Bajo,Vulnerable,Constante,Ocasional,Media,Parcial baja,Bajo,Bueno,Inicio,Alto,Crítico
140,En proceso,En proceso,Baja,Media,Alta,Baja,Crítico,Insuficiente,Ocasional,Adecuada,Frecuente,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Muy Bajo,Riesgo moderado,Ocasional,Ocasional,Media,Parcial baja,Moderado,Bueno,Inicio,Bajo,Regular
141,En proceso,Inicio,Baja,Alta,Alta,Baja,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Alto,Deficiente,Bueno,Impuntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Vulnerable,Ocasional,Ocasional,Baja,Parcial baja,Moderado,Excelente,En proceso,Medio,Regular
142,Inicio,Inicio,Baja,Baja,Alta,Baja,Moderado,Insuficiente,Ocasional,Inadecuada,Baja,Moderado,Deficiente,Bueno,Impuntual,Medio,Con deuda,Pago Directo,Bajo,Sostenible,Frecuente,Constante,Baja,Ninguna,Muy alto,Excelente,Inicio,Alto,Crítico
143,Previsto,En proceso,Baja,Baja,Baja,Media,Moderado,Adecuado,Mínimo,Moderada,Baja,Moderado,Regular,Excelente,Puntual,Medio,Sin deuda,Credito,Muy Bajo,Riesgo moderado,Frecuente,Frecuente,Baja,Parcial baja,Alto,Excelente,En proceso,Bajo,Crítico
144,En proceso,En proceso,Baja,Baja,Media,Excelente,Moderado,Adecuado,Mínimo,Moderada,Baja,Bajo,Regular,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Muy Bajo,Sostenible,Constante,Nula,Media,Parcial baja,Muy alto,Bueno,Previsto,Alto,Excelente
145,Inicio,Inicio,Baja,Media,Alta,Media,Moderado,Insuficiente,Ocasional,Moderada,Baja,Moderado,Adecuado,Excelente,Impuntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Estable,Nula,Frecuente,Baja,Parcial baja,Bajo,Excelente,En proceso,Bajo,Crítico
146,Previsto,En proceso,Baja,Media,Alta,Baja,Moderado,Adecuado,Ocasional,Inadecuada,Nula,Moderado,Adecuado,Excelente,Puntual,Muy Bajo,Sin deuda,Credito,Muy Bajo,Sostenible,Frecuente,Nula,Baja,Parcial baja,Alto,Insuficiente,Destacado,Bajo,Regular
147,Previsto,Previsto,Baja,Media,Media,Excelente,Consistente,Adecuado,Mínimo,Adecuada,Nula,Alto,Regular,Bueno,Impuntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Estable,Constante,Constante,Media,Tiempo completo,Alto,Insuficiente,Destacado,Alto,Crítico
148,Previsto,Previsto,Baja,Media,Baja,Alta,Consistente,Adecuado,Ocasional,Adecuada,Nula,Alto,Adecuado,Excelente,Impuntual,Alto,Sin deuda,Beca Total,Bajo,Sostenible,Frecuente,Frecuente,Baja,Parcial baja,Moderado,Excelente,Destacado,Bajo,Crítico
149,Destacado,Destacado,Baja,Media,Excelente,Media,Consistente,Adecuado,Mínimo,Moderada,Baja,Alto,Regular,Bueno,Puntual,Muy Bajo,Con deuda,Financiamiento Familiar,Bajo,Vulnerable,Ocasional,Constante,Media,Tiempo completo,Bajo,Bueno,Destacado,Medio,Crítico
150,Destacado,Destacado,Baja,Media,Media,Media,Consistente,Adecuado,Mínimo,Moderada,Baja,Moderado,Excesivo,Excelente,Puntual,Muy Bajo,Con deuda,Beca Parcial,Bajo,Estable,Frecuente,Ocasional,Media,Parcial baja,Muy alto,Excelente,Destacado,Alto,Crítico
151,Previsto,Destacado,Baja,Baja,Excelente,Baja,Moderado,Adecuado,Mínimo,Inadecuada,Baja,Alto,Excesivo,Excelente,Puntual,Bajo,Con deuda,Credito,Muy Bajo,Sostenible,Nula,Frecuente,Alta,Tiempo completo,Moderado,Insuficiente,Inicio,Medio,Excelente
152,Previsto,Previsto,Baja,Baja,Excelente,Alta,Moderado,Adecuado,Ocasional,Inadecuada,Nula,Moderado,Excesivo,Excelente,Puntual,Bajo,Con deuda,Credito,Bajo,Riesgo moderado,Constante,Nula,Media,Parcial alta,Moderado,Insuficiente,Previsto,Alto,Regular
153,En proceso,En proceso,Baja,Baja,Alta,Media,Consistente,Adecuado,Ocasional,Adecuada,Baja,Moderado,Adecuado,Excelente,Puntual,Medio,Sin deuda,Pago Directo,Bajo,Sostenible,Constante,Nula,Alta,Ninguna,Alto,Moderado,Inicio,Bajo,Regular
154,Destacado,Destacado,Baja,Media,Baja,Baja,Consistente,Adecuado,Mínimo,Moderada,Baja,Moderado,Excesivo,Excelente,Puntual,Alto,Sin deuda,Beca Parcial,Bajo,Vulnerable,Constante,Ocasional,Baja,Tiempo completo,Moderado,Insuficiente,En proceso,Bajo,Crítico
155,Previsto,Previsto,Baja,Baja,Media,Baja,Consistente,Adecuado,Mínimo,Adecuada,Baja,Alto,Regular,Bueno,Puntual,Bajo,Sin deuda,Pago Directo,Bajo,Estable,Constante,Constante,Baja,Tiempo completo,Alto,Insuficiente,Destacado,Bajo,Crítico
156,Previsto,En proceso,Baja,Baja,Baja,Baja,Ejemplar,Adecuado,Mínimo,Adecuada,Baja,Moderado,Regular,Excelente,Puntual,Alto,Con deuda,Pago Directo,Bajo,Estable,Frecuente,Nula,Alta,Parcial alta,Moderado,Bueno,Inicio,Alto,Crítico
157,En proceso,En proceso,Baja,Baja,Alta,Media,Crítico,Adecuado,Ocasional,Moderada,Baja,Bajo,Adecuado,Excelente,Puntual,Medio,Con deuda,Financiamiento Familiar,Bajo,Vulnerable,Constante,Frecuente,Alta,Parcial baja,Bajo,Bueno,Previsto,Bajo,Excelente
158,Inicio,Inicio,Baja,Baja,Media,Excelente,Crítico,Insuficiente,Frecuente,Inadecuada,Baja,Alto,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Credito,Bajo,Vulnerable,Nula,Ocasional,Alta,Tiempo completo,Moderado,Excelente,En proceso,Bajo,Excelente
159,Inicio,Inicio,Baja,Baja,Excelente,Baja,Crítico,Insuficiente,Frecuente,Inadecuada,Baja,Alto,Excesivo,Excelente,Puntual,Alto,Sin deuda,Credito,Bajo,Riesgo moderado,Constante,Ocasional,Baja,Tiempo completo,Alto,Insuficiente,Previsto,Bajo,Regular
160,Inicio,Inicio,Baja,Baja,Baja,Media,Moderado,Limitado,Ocasional,Adecuada,Nula,Alto,Deficiente,Bueno,Puntual,Medio,Sin deuda,Financiamiento Familiar,Muy Bajo,Sostenible,Nula,Ocasional,Baja,Parcial baja,Alto,Moderado,En proceso,Medio,Crítico
161,Destacado,Destacado,Baja,Baja,Baja,Alta,Moderado,Adecuado,Mínimo,Moderada,Baja,Alto,Adecuado,Bueno,Puntual,Bajo,Con deuda,Beca Total,Muy Bajo,Vulnerable,Ocasional,Frecuente,Media,Tiempo completo,Muy alto,Bueno,En proceso,Bajo,Excelente
162,Previsto,Destacado,Baja,Baja,Alta,Excelente,Ejemplar,Adecuado,Mínimo,Adecuada,Frecuente,Alto,Regular,Bueno,Impuntual,Medio,Con deuda,Financiamiento Familiar,Bajo,Estable,Ocasional,Frecuente,Baja,Tiempo completo,Moderado,Excelente,En proceso,Medio,Excelente
163,En proceso,Inicio,Baja,Media,Media,Media,Crítico,Adecuado,Ocasional,Moderada,Nula,Moderado,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Pago Directo,Bajo,Vulnerable,Ocasional,Nula,Baja,Parcial baja,Bajo,Excelente,Destacado,Alto,Crítico
164,Destacado,Destacado,Baja,Media,Media,Alta,Consistente,Adecuado,Mínimo,Inadecuada,Nula,Moderado,Adecuado,Excelente,Impuntual,Muy Bajo,Con deuda,Beca Parcial,Bajo,Estable,Constante,Frecuente,Media,Tiempo completo,Moderado,Excelente,Inicio,Bajo,Regular
165,En proceso,En proceso,Baja,Media,Excelente,Excelente,Moderado,Adecuado,Mínimo,Moderada,Frecuente,Moderado,Adecuado,Excelente,Impuntual,Medio,Con deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Nula,Constante,Media,Ninguna,Moderado,Insuficiente,Previsto,Alto,Regular
166,En proceso,En proceso,Baja,Baja,Baja,Media,Moderado,Adecuado,Mínimo,Adecuada,Baja,Bajo,Regular,Excelente,Impuntual,Medio,Sin deuda,Pago Directo,Bajo,Vulnerable,Constante,Constante,Alta,Parcial alta,Muy alto,Insuficiente,Destacado,Bajo,Excelente
167,En proceso,En proceso,Baja,Baja,Excelente,Baja,Moderado,Limitado,Ocasional,Moderada,Nula,Alto,Adecuado,Excelente,Impuntual,Medio,Con deuda,Pago Directo,Bajo,Vulnerable,Constante,Ocasional,Baja,Parcial alta,Moderado,Bueno,Destacado,Alto,Excelente
168,Inicio,En proceso,Baja,Baja,Media,Baja,Crítico,Limitado,Frecuente,Moderada,Baja,Alto,Excesivo,Bueno,Impuntual,Muy Bajo,Con deuda,Pago Directo,Bajo,Estable,Ocasional,Nula,Alta,Parcial alta,Bajo,Insuficiente,Destacado,Bajo,Excelente
169,Previsto,Previsto,Baja,Baja,Excelente,Alta,Moderado,Adecuado,Mínimo,Moderada,Nula,Moderado,Regular,Excelente,Puntual,Alto,Sin deuda,Pago Directo,Bajo,Vulnerable,Constante,Ocasional,Baja,Ninguna,Bajo,Excelente,En proceso,Bajo,Excelente
170,Previsto,Previsto,Baja,Baja,Excelente,Alta,Moderado,Adecuado,Mínimo,Adecuada,Baja,Alto,Excesivo,Excelente,Puntual,Muy Bajo,Con deuda,Credito,Bajo,Sostenible,Constante,Ocasional,Media,Tiempo completo,Moderado,Moderado,Inicio,Alto,Excelente
171,Previsto,Previsto,Baja,Media,Baja,Excelente,Moderado,Adecuado,Ocasional,Moderada,Baja,Bajo,Adecuado,Excelente,Puntual,Bajo,Con deuda,Pago Directo,Bajo,Riesgo moderado,Constante,Nula,Media,Tiempo completo,Muy alto,Excelente,En proceso,Bajo,Crítico
172,Previsto,Previsto,Baja,Baja,Excelente,Media,Consistente,Adecuado,Mínimo,Moderada,Baja,Bajo,Adecuado,Excelente,Puntual,Bajo,Sin deuda,Pago Directo,Muy Bajo,Riesgo moderado,Nula,Constante,Alta,Parcial alta,Alto,Moderado,Inicio,Medio,Excelente
173,Destacado,Destacado,Baja,Baja,Excelente,Baja,Moderado,Adecuado,Mínimo,Moderada,Baja,Bajo,Regular,Excelente,Puntual,Muy Bajo,Sin deuda,Financiamiento Familiar,Bajo,Riesgo moderado,Ocasional,Constante,Baja,Ninguna,Muy alto,Moderado,Destacado,Bajo,Excelente
174,En proceso,En proceso,Baja,Baja,Alta,Alta,Moderado,Adecuado,Ocasional,Inadecuada,Baja,Alto,Adecuado,Excelente,Impuntual,Bajo,Con deuda,Credito,Bajo,Estable,Ocasional,Nula,Alta,Ninguna,Alto,Excelente,En proceso,Medio,Crítico
175,Inicio,En proceso,Baja,Baja,Baja,Media,Crítico,Limitado,Frecuente,Inadecuada,Nula,Moderado,Regular,Excelente,Impuntual,Medio,Con deuda,Financiamiento Familiar,Bajo,Vulnerable,Ocasional,Constante,Alta,Tiempo completo,Muy alto,Bueno,Destacado,Medio,Excelente
176,En proceso,En proceso,Baja,Baja,Alta,Media,Moderado,Limitado,Mínimo,Moderada,Baja,Moderado,Adecuado,Excelente,Impuntual,Medio,Sin deuda,Credito,Bajo,Estable,Ocasional,Ocasional,Media,Parcial baja,Bajo,Bueno,En proceso,Bajo,Crítico
177,Previsto,En proceso,Baja,Baja,Excelente,Media,Ejemplar,Adecuado,Ocasional,Moderada,Baja,Bajo,Excesivo,Excelente,Puntual,Alto,Sin deuda,Credito,Bajo,Riesgo moderado,Frecuente,Frecuente,Media,Parcial alta,Bajo,Excelente,Inicio,Bajo,Excelente
178,Inicio,Inicio,Baja,Baja,Baja,Baja,Moderado,Limitado,Frecuente,Adecuada,Frecuente,Moderado,Regular,Excelente,Puntual,Medio,Sin deuda,Financiamiento Familiar,Muy Bajo,Vulnerable,Ocasional,Ocasional,Alta,Ninguna,Bajo,Bueno,Inicio,Alto,Excelente
