id,sex,semestre,carrera,tipo_colegio,pps_actual_20,pps_anterior_20,horas_de_estudio_semana,horas_trabajo_semana,horas_deporte,horas_cultura,horas_extracurriculares,horas_sueno,estres,apoyo_social,autoeficacia_academica,entregas_tarea_puntual,ingresos_mensual_cat,tipo_financiamiento,costo_servicio_mensual_cat,horas_pantalla_no_academica,deuda_academica_label,puntualidad_pago_label,indice_financiero,rendimiento,asistencia_total_pct,asistencia_teorico_pct,asistencia_laboratorio_pct,indice_procrastinacion,alimentacion,phc_score,tiene_hijos,riesgo_de_desercion,bienestar_estudiantil,actividad_fisica
356,F,2,Ciencias_Sociales,Privado,14.12,14.59,10.32,55.6,23.91,19.26,44.21,18.04,11.3,54.2,43.9,75.55,Bajo,Beca_total,Muy_bajo,9.53,Con deuda,Puntual,34.93,63.15,18.31,20.37,13.5,33.16,2.37,0.0,0,27.63414888013127,89.8473237324068,23.91
357,M,1,Negocios,Privado,9.99,8.44,6.15,45.39,32.87,19.2,53.74,13.64,26.77,40.96,51.77,53.94,Muy_bajo,Financiamiento_familiar,Bajo,8.08,Con deuda,Puntual,19.38,53.11,37.89,34.04,46.87,45.56,2.64,30.35,0,70.33595716282382,81.32982594417983,32.87
358,F,3,Salud,Publico,11.06,10.37,11.67,63.7,17.42,6.67,24.76,6.59,70.37,49.9,38.65,57.46,Muy_bajo,Credito,Bajo,13.67,Con deuda,Impuntual,0.0,61.26,61.52,47.66,93.86,50.47,2.89,13.42,0,58.11120881171481,47.080065244721084,17.42
359,F,4,Ciencias,Publico,6.61,8.42,1.23,58.8,77.28,74.28,80.0,11.39,48.49,2.22,39.07,53.64,Muy_bajo,Pago_directo,Bajo,20.67,Sin deuda,Puntual,59.31,40.42,26.3,29.61,18.58,59.62,1.7,60.21,0,89.37415663640529,54.807636971911066,77.28
360,F,1,Negocios,Concertado,16.28,15.9,16.15,48.81,10.45,46.38,61.79,8.01,37.67,63.44,47.59,93.01,Muy_bajo,Financiamiento_familiar,Bajo,1.88,Con deuda,Impuntual,2.81,85.06,65.38,51.49,97.8,32.81,2.64,41.93,0,22.414987538757757,85.29062013427628,10.45
361,M,5,Negocios,Privado,12.86,14.94,2.15,39.05,29.75,53.36,80.0,13.9,22.34,45.32,48.55,72.2,Medio,Pago_directo,Bajo,1.74,Sin deuda,Impuntual,55.32,65.41,41.4,16.54,99.43,38.27,2.26,31.53,0,51.890372431675004,98.24292171779004,29.75
362,F,3,Negocios,Publico,9.12,9.11,5.9,10.65,2.07,72.93,77.7,21.34,0.0,76.51,43.87,77.62,Bajo,Credito,Bajo,20.41,Sin deuda,Impuntual,38.91,67.87,85.11,97.77,55.56,45.32,3.73,33.77,0,16.0653338979172,97.00899365275194,2.07
363,M,4,Ingenieria,Concertado,17.6,17.09,14.68,20.91,17.74,27.65,49.22,13.66,0.0,43.53,63.64,77.98,Alto,Financiamiento_familiar,Bajo,5.11,Con deuda,Puntual,66.92,73.02,12.66,10.79,17.01,24.4,6.45,50.6,0,40.46463631600279,93.63951356081307,17.74
364,F,3,Artes,Concertado,12.77,14.02,10.75,33.53,62.44,49.72,80.0,15.16,1.45,14.94,36.13,50.65,Bajo,Credito,Bajo,16.05,Con deuda,Puntual,29.02,66.88,74.72,93.19,31.61,60.62,1.63,12.47,0,49.67941884901379,81.92906494858782,62.44
365,F,3,Ciencias,Concertado,10.33,8.2,7.09,47.94,16.09,3.1,23.23,12.45,24.34,59.83,50.52,84.07,Bajo,Pago_directo,Muy_bajo,13.03,Con deuda,Puntual,34.97,71.06,76.69,91.36,42.45,39.58,5.32,42.67,0,43.40277033376354,71.34339833186147,16.09
366,M,4,Ciencias,Publico,8.38,6.33,8.52,41.1,6.41,14.94,21.43,1.23,51.21,12.24,29.1,48.32,Bajo,Financiamiento_familiar,Bajo,19.99,Con deuda,Puntual,38.04,47.45,46.05,52.54,30.93,60.04,5.12,64.6,0,78.82102373135635,30.5267744410147,6.41
367,F,1,Ingenieria,Concertado,13.27,14.03,15.38,23.05,37.96,66.5,80.0,5.59,41.13,87.24,53.9,89.99,Bajo,Credito,Bajo,3.0,Sin deuda,Puntual,51.0,75.85,59.16,72.49,28.06,39.36,1.57,46.68,0,36.21955319798344,88.81369276143121,37.96
368,F,2,Ingenieria,Privado,8.8,8.73,6.12,0.52,0.8,61.34,65.41,11.81,0.0,61.31,51.65,63.91,Medio,Credito,Bajo,3.11,Con deuda,Puntual,40.48,58.07,59.69,43.6,97.22,42.62,6.54,74.9,0,20.967478525907307,100.0,0.8
369,M,6,Ingenieria,Publico,13.74,15.19,15.65,39.7,6.78,28.05,36.71,7.45,32.52,15.72,50.31,64.4,Bajo,Beca_parcial,Bajo,13.36,Sin deuda,Puntual,50.66,67.66,48.7,63.0,15.34,33.56,4.41,28.8,0,48.51524820593789,56.49258151894133,6.78
370,M,7,Negocios,Publico,5.35,7.43,1.59,22.85,64.61,30.14,80.0,4.36,46.58,91.23,49.52,58.64,Bajo,Financiamiento_familiar,Bajo,22.71,Sin deuda,Impuntual,39.37,44.45,45.84,34.06,73.33,70.77,3.18,37.37,0,83.330521737667,62.29038026297194,64.61
371,M,3,Negocios,Privado,15.02,14.46,13.98,58.77,61.72,42.68,80.0,12.1,38.74,51.84,48.9,85.54,Medio,Credito,Muy_bajo,9.96,Sin deuda,Puntual,77.71,69.1,21.09,30.12,0.04,50.17,5.54,0.0,0,46.353936533238304,83.08120445375337,61.72
372,M,2,Ciencias_Sociales,Publico,19.64,20.0,15.26,1.92,73.21,0.02,78.01,7.75,12.04,2.29,57.68,98.59,Alto,Financiamiento_familiar,Bajo,7.85,Sin deuda,Puntual,97.23,94.11,58.36,57.82,59.62,18.96,2.54,15.9,0,2.9469350744826817,76.98795263068085,73.21
373,M,4,Salud,Privado,7.25,7.25,3.27,46.79,68.36,19.3,80.0,6.19,62.61,62.68,41.79,53.37,Medio,Credito,Bajo,14.56,Sin deuda,Impuntual,58.65,51.23,62.35,49.81,91.59,47.69,5.16,10.82,0,73.15038937842671,64.84424074832057,68.36
374,F,3,Ciencias,Publico,12.14,14.55,7.75,75.32,54.65,16.66,75.63,11.14,48.95,20.32,51.71,60.85,Bajo,Financiamiento_familiar,Bajo,22.33,Con deuda,Impuntual,12.61,63.03,49.21,57.95,28.79,39.47,1.24,7.03,0,55.448144128403975,54.66373980574212,54.65
375,M,1,Negocios,Publico,8.04,9.7,2.98,13.95,4.19,20.04,25.83,3.2,30.14,75.37,55.92,69.82,Medio,Pago_directo,Bajo,20.09,Con deuda,Impuntual,28.68,49.56,25.63,28.67,18.55,36.32,6.04,36.45,0,25.222343643155504,53.19065653784567,4.19
376,M,1,Artes,Privado,19.73,20.0,12.72,37.73,62.63,64.47,80.0,22.27,0.0,76.78,51.34,77.88,Bajo,Pago_directo,Muy_bajo,23.89,Sin deuda,Impuntual,45.14,85.24,45.24,36.7,65.17,41.04,3.69,44.23,0,22.142456403525397,94.43101266622782,62.63
377,F,5,Artes,Publico,13.37,12.14,9.64,7.31,67.64,22.37,80.0,20.82,0.0,92.89,58.96,72.15,Bajo,Pago_directo,Bajo,0.54,Con deuda,Impuntual,2.07,64.17,27.25,8.39,71.26,56.85,4.82,0.0,0,17.914280595001742,100.0,67.64
378,M,4,Salud,Publico,16.63,17.99,11.44,50.05,63.93,15.32,80.0,16.98,9.73,50.19,57.84,65.71,Muy_bajo,Beca_parcial,Bajo,2.71,Sin deuda,Puntual,49.62,69.86,24.3,5.23,68.8,34.68,2.33,65.32,0,45.20859279649571,100.0,63.93
379,F,1,Ciencias_Sociales,Publico,1.82,1.0,3.54,44.04,40.68,40.34,80.0,2.55,70.69,45.5,31.57,71.31,Bajo,Beca_parcial,Bajo,14.63,Sin deuda,Puntual,57.88,32.36,27.32,25.35,31.93,63.24,5.06,53.38,0,95.0,54.312932610046985,40.68
380,M,2,Artes,Concertado,9.01,7.55,3.81,32.59,18.63,69.25,80.0,18.62,0.0,70.35,44.82,63.91,Muy_bajo,Financiamiento_familiar,Muy_bajo,19.69,Sin deuda,Puntual,48.4,46.18,12.76,7.42,25.22,58.25,5.63,14.4,0,80.73630598098755,94.4185690596128,18.63
381,M,2,Negocios,Publico,7.08,9.3,0.75,41.71,67.63,19.31,80.0,19.39,0.0,13.25,23.38,69.54,Bajo,Credito,Bajo,6.85,Sin deuda,Puntual,59.9,46.41,35.94,10.38,95.59,53.68,3.84,37.94,0,80.38917807236581,99.48258643729801,67.63
382,F,5,Ciencias,Publico,14.95,12.55,5.8,71.73,58.17,6.28,69.39,18.43,33.79,49.69,52.36,71.76,Medio,Financiamiento_familiar,Bajo,5.74,Sin deuda,Puntual,69.43,81.7,84.6,81.29,92.33,35.21,4.71,54.03,0,27.447622416141098,94.41795914524846,58.17
383,F,1,Artes,Privado,9.52,11.85,10.08,15.7,78.46,28.51,80.0,2.74,30.13,54.62,40.71,65.39,Muy_bajo,Beca_total,Bajo,18.89,Sin deuda,Puntual,64.13,48.33,16.44,3.89,45.73,50.24,3.74,48.44,0,12.917724080445481,62.817394629457326,78.46
384,F,1,Negocios,Publico,14.14,12.39,15.44,1.81,12.46,59.81,75.29,15.45,0.0,8.95,37.38,88.12,Muy_bajo,Credito,Bajo,1.35,Sin deuda,Puntual,53.67,78.99,71.51,65.89,84.62,46.39,6.36,35.05,0,10.502588918882449,100.0,12.46
385,F,6,Ingenieria,Concertado,14.55,16.15,12.0,68.93,18.05,44.06,62.38,20.02,28.03,41.8,45.91,73.74,Muy_bajo,Beca_total,Muy_bajo,8.87,Sin deuda,Puntual,60.71,67.56,32.65,27.26,45.23,45.83,3.99,27.73,0,24.327911313795,90.69093452443771,18.05
386,F,1,Salud,Publico,12.34,11.22,7.84,46.17,16.94,65.34,80.0,13.86,12.39,80.33,55.32,86.63,Alto,Pago_directo,Muy_bajo,12.14,Sin deuda,Puntual,100.0,76.48,73.74,87.15,42.44,26.61,6.05,16.04,0,35.28740492379332,96.3112740751944,16.94
387,M,4,Ingenieria,Concertado,18.72,17.97,17.16,71.25,63.4,76.77,80.0,15.51,54.28,85.62,71.83,100.0,Bajo,Credito,Bajo,13.45,Sin deuda,Impuntual,47.54,88.65,38.65,48.5,15.68,17.77,5.81,84.91,0,17.03123768828162,85.1637214533343,63.4
388,M,2,Ciencias_Sociales,Publico,19.26,17.84,12.95,47.76,14.95,63.41,80.0,11.0,28.51,4.92,57.98,87.83,Bajo,Financiamiento_familiar,Muy_bajo,17.49,Sin deuda,Puntual,54.17,84.45,34.18,30.56,42.64,19.48,3.46,58.17,0,23.324225891522392,65.3627077562809,14.95
389,F,1,Negocios,Privado,19.06,19.49,16.74,64.81,5.33,48.3,53.72,12.69,36.39,9.07,48.68,81.79,Medio,Beca_total,Bajo,8.52,Sin deuda,Impuntual,49.92,86.06,52.36,51.76,53.74,32.68,2.38,0.0,0,10.458370318558943,70.25823613871688,5.33
390,F,2,Ciencias,Publico,11.01,10.25,9.5,34.37,79.88,39.47,80.0,0.83,59.63,21.27,32.31,51.44,Medio,Financiamiento_familiar,Bajo,14.7,Sin deuda,Puntual,66.95,50.47,27.41,38.2,2.25,53.17,3.44,28.07,0,74.29725804834064,50.04654220720162,79.88
391,Other,5,Ingenieria,Publico,13.11,13.9,4.66,59.99,1.99,3.21,5.25,15.34,22.13,87.48,55.09,55.51,Bajo,Credito,Muy_bajo,14.05,Sin deuda,Impuntual,38.0,65.37,52.82,56.43,44.41,36.03,5.96,80.08,0,51.946554352726196,75.56438834048156,1.99
392,M,6,Salud,Publico,1.0,1.0,0.95,73.04,66.82,78.75,80.0,1.95,97.0,7.89,28.98,43.06,Medio,Pago_directo,Bajo,13.14,Con deuda,Impuntual,17.22,24.03,31.46,11.45,78.14,71.82,2.37,0.0,0,95.0,39.20421324240515,66.82
393,M,6,Negocios,Publico,14.72,12.54,13.07,45.77,29.23,30.68,62.99,10.44,39.37,67.0,53.03,65.56,Medio,Pago_directo,Muy_bajo,15.37,Sin deuda,Puntual,76.53,81.04,90.19,99.7,68.0,38.7,4.15,80.89,0,28.43961287161002,72.41736234637287,29.23
394,F,3,Ciencias_Sociales,Publico,2.03,1.0,2.18,14.46,67.33,12.18,80.0,7.02,0.39,10.12,26.93,48.92,Medio,Credito,Muy_bajo,6.23,Con deuda,Puntual,39.04,32.21,48.84,42.56,63.52,63.67,5.84,76.91,0,33.89507056263547,84.65462976500767,67.33
395,M,5,Artes,Publico,9.09,8.68,5.45,21.5,44.37,53.34,80.0,13.09,0.0,57.31,39.74,50.89,Muy_bajo,Pago_directo,Muy_bajo,2.03,Sin deuda,Puntual,55.47,52.34,51.66,34.82,90.96,69.05,3.12,3.33,0,71.4942562167318,100.0,44.37
396,F,2,Negocios,Privado,13.54,15.11,9.58,15.89,72.13,22.74,80.0,3.2,16.57,30.61,44.77,73.03,Medio,Pago_directo,Bajo,2.86,Sin deuda,Impuntual,59.65,69.15,50.26,71.02,1.8,26.1,4.85,75.34,0,15.425529968067654,83.03123955758146,72.13
397,F,2,Artes,Publico,10.67,12.61,10.16,19.75,74.1,46.86,80.0,16.6,0.0,73.89,53.82,62.64,Bajo,Pago_directo,Bajo,5.39,Sin deuda,Impuntual,31.2,58.26,42.18,36.39,55.7,57.76,2.47,27.31,0,20.86882258161264,100.0,74.1
398,M,7,Ciencias_Sociales,Publico,15.34,14.06,10.81,24.51,0.73,46.94,49.24,19.08,0.0,18.37,48.25,66.38,Bajo,Pago_directo,Bajo,12.0,Con deuda,Impuntual,9.76,80.26,81.95,83.33,78.73,25.59,1.66,75.47,0,29.614415815291846,85.32399875469105,0.73
399,F,1,Ciencias_Sociales,Concertado,6.57,6.94,2.99,44.41,6.03,35.66,42.44,3.92,63.25,63.92,49.75,48.53,Bajo,Credito,Bajo,20.17,Sin deuda,Puntual,65.48,45.54,48.04,45.43,54.13,50.33,5.77,32.84,0,81.68547434163753,45.83568088117349,6.03
400,F,1,Negocios,Concertado,5.57,6.91,6.84,47.04,20.03,66.89,80.0,2.5,75.68,18.57,37.46,65.98,Muy_bajo,Financiamiento_familiar,Bajo,16.83,Sin deuda,Puntual,48.02,49.19,60.09,71.96,32.39,61.75,1.59,39.59,0,76.21736037534814,43.57927644073067,20.03
401,M,2,Artes,Publico,9.0,7.94,11.11,34.12,53.55,21.2,78.05,3.49,49.99,71.37,44.22,67.51,Muy_bajo,Beca_total,Bajo,18.94,Con deuda,Impuntual,7.23,46.7,11.61,10.75,13.63,56.25,2.63,58.92,0,39.97445876412481,60.27070437984848,53.55
402,F,1,Ingenieria,Publico,20.0,19.55,17.46,49.23,71.06,35.89,80.0,21.05,0.0,87.37,70.07,80.76,Medio,Beca_parcial,Muy_bajo,8.42,Con deuda,Puntual,34.79,98.66,85.86,84.61,88.76,28.83,6.13,59.45,0,6.0,100.0,71.06
403,F,2,Negocios,Publico,16.64,16.76,13.1,6.53,36.8,43.02,80.0,12.68,0.0,7.68,46.05,78.44,Muy_bajo,Pago_directo,Muy_bajo,9.71,Sin deuda,Puntual,62.35,82.22,65.62,73.57,47.08,40.19,3.08,0.0,0,8.890357401358228,86.165746302511,36.8
404,F,4,Ingenieria,Concertado,15.87,14.04,16.61,7.02,48.56,53.09,80.0,11.21,9.72,86.66,54.4,87.74,Bajo,Credito,Muy_bajo,9.45,Sin deuda,Puntual,56.54,77.34,41.16,21.17,87.81,38.43,6.84,50.32,0,11.329476711388613,98.67381768117868,48.56
405,M,3,Negocios,Concertado,12.4,10.03,13.72,13.75,15.08,62.72,78.19,2.56,34.36,54.36,53.25,69.36,Bajo,Pago_directo,Bajo,4.6,Con deuda,Impuntual,6.58,60.6,27.75,14.53,58.59,48.61,6.88,9.67,0,19.699271386371027,79.61990226840896,15.08
406,F,7,Ciencias_Sociales,Publico,18.06,16.32,10.65,41.45,64.4,31.58,80.0,15.59,10.81,7.71,42.76,82.48,Muy_bajo,Pago_directo,Bajo,1.47,Sin deuda,Puntual,56.96,80.64,42.37,31.63,67.42,25.69,2.61,30.09,0,29.044264844583957,96.7312642080172,64.4
407,M,6,Ciencias,Privado,5.66,6.29,3.46,17.12,77.39,51.68,80.0,20.83,0.0,37.75,42.43,69.9,Alto,Pago_directo,Bajo,14.18,Sin deuda,Puntual,93.67,58.98,92.45,97.61,80.43,66.18,1.25,0.0,0,20.509637116811184,96.23710287927993,77.39
408,M,2,Salud,Privado,19.05,16.92,12.0,22.66,21.49,12.05,34.63,19.88,0.0,11.09,44.0,84.73,Muy_bajo,Pago_directo,Bajo,23.74,Sin deuda,Puntual,50.7,82.65,37.75,25.68,65.92,37.65,5.23,42.41,0,26.031989743667676,67.61175437082876,21.49
409,F,2,Ciencias_Sociales,Concertado,13.21,11.66,11.22,32.03,39.59,74.61,80.0,15.03,0.0,70.03,57.57,71.63,Bajo,Credito,Muy_bajo,4.0,Sin deuda,Impuntual,38.33,67.66,43.87,45.61,39.81,37.83,3.71,24.41,1,48.516304895723245,100.0,39.59
410,M,3,Ingenieria,Privado,14.06,13.25,10.84,64.95,6.89,30.64,38.04,1.81,97.62,75.89,45.57,78.04,Bajo,Beca_total,Bajo,1.12,Sin deuda,Puntual,57.07,63.59,17.51,3.0,51.36,37.44,1.6,1.74,0,68.25951445318606,56.74060899158023,6.89
411,M,4,Ciencias_Sociales,Publico,10.49,8.38,8.82,1.11,44.73,58.36,80.0,2.7,6.42,5.58,37.79,59.57,Muy_bajo,Financiamiento_familiar,Muy_bajo,18.71,Sin deuda,Puntual,55.5,57.87,51.9,39.72,80.3,44.5,5.25,10.06,0,21.06507366684125,60.750540622511764,44.73
412,F,2,Ciencias,Publico,8.2,6.66,9.52,51.95,40.22,1.63,45.25,1.18,68.61,50.61,53.69,65.16,Muy_bajo,Beca_parcial,Bajo,6.06,Sin deuda,Puntual,56.99,54.96,51.2,57.13,37.37,60.67,1.19,0.0,0,67.56172766337474,55.108709125235166,40.22
413,F,4,Ciencias,Publico,10.34,12.4,6.02,53.51,11.55,16.41,31.18,6.18,50.63,81.46,53.59,78.82,Medio,Beca_total,Muy_bajo,19.91,Con deuda,Impuntual,21.33,70.5,78.36,95.31,38.81,51.09,6.22,29.02,0,22.121897685919517,53.60081512688335,11.55
414,F,3,Salud,Publico,5.67,3.27,9.35,63.89,35.37,38.97,78.64,3.26,74.48,93.62,43.39,63.51,Alto,Credito,Muy_bajo,16.89,Con deuda,Impuntual,53.08,44.15,39.04,51.67,9.57,61.3,1.83,50.44,0,83.77245898666736,59.5385086285668,35.37
415,F,4,Salud,Publico,7.37,8.14,3.56,74.62,26.73,70.26,80.0,6.24,67.89,46.35,37.55,79.35,Muy_bajo,Pago_directo,Muy_bajo,22.7,Sin deuda,Impuntual,31.15,63.21,84.78,81.91,91.46,40.81,1.76,7.07,0,55.18379973415437,48.86490456322978,26.73
416,M,3,Negocios,Privado,15.72,15.14,14.49,1.61,41.75,42.18,80.0,9.24,0.0,90.03,54.57,71.66,Medio,Financiamiento_familiar,Bajo,9.81,Sin deuda,Puntual,62.53,72.93,41.03,54.71,9.1,42.88,2.05,76.63,1,13.534877911643733,97.90571920744028,41.75
417,M,2,Ciencias,Publico,9.35,10.21,3.34,12.3,46.85,74.39,80.0,22.63,0.0,53.57,40.76,71.05,Medio,Credito,Bajo,15.89,Sin deuda,Impuntual,55.22,50.79,22.3,4.08,64.82,66.47,6.76,55.34,0,24.605392967690378,100.0,46.85
418,M,7,Artes,Publico,3.7,4.14,1.53,70.89,0.68,38.7,42.7,14.65,44.28,34.42,38.8,57.84,Medio,Financiamiento_familiar,Bajo,11.16,Sin deuda,Puntual,77.02,36.2,34.45,31.5,41.32,64.41,5.16,45.75,0,95.0,70.18797130291463,0.68
419,F,5,Salud,Publico,13.53,12.15,7.85,36.68,60.88,39.24,80.0,20.04,7.5,84.82,54.75,52.49,Bajo,Credito,Bajo,15.13,Sin deuda,Puntual,55.14,65.54,52.46,57.55,40.56,50.14,5.81,55.53,0,51.693391433777414,100.0,60.88
420,F,1,Salud,Privado,15.05,16.79,11.85,45.17,57.04,9.58,69.28,17.05,7.85,49.3,50.0,75.58,Bajo,Beca_total,Bajo,10.79,Sin deuda,Puntual,58.14,83.25,86.93,95.06,67.96,41.26,3.39,73.67,0,12.561240643962979,93.66264443561866,57.04
421,F,6,Negocios,Publico,5.45,5.41,7.88,53.04,29.3,64.21,80.0,2.7,69.92,42.19,47.58,55.44,Bajo,Pago_directo,Muy_bajo,4.53,Con deuda,Puntual,29.97,47.78,62.15,85.91,6.71,60.26,3.02,1.69,0,78.32845068808847,66.08382920227318,29.3
422,F,3,Ingenieria,Publico,9.41,11.02,4.98,54.33,4.23,19.76,27.18,17.66,31.36,44.03,37.05,44.4,Medio,Financiamiento_familiar,Bajo,12.19,Sin deuda,Impuntual,50.67,46.78,33.8,22.84,59.37,63.9,2.41,32.48,0,79.83146339611889,73.75614058033541,4.23
423,M,7,Artes,Publico,11.32,10.85,10.05,74.54,60.39,71.97,80.0,6.6,60.69,79.68,48.11,86.94,Medio,Pago_directo,Muy_bajo,12.69,Con deuda,Puntual,43.19,64.49,38.57,22.01,77.2,26.81,3.88,51.71,0,53.26749582008847,71.29018593723053,60.39
424,F,6,Ciencias_Sociales,Publico,8.38,10.8,6.25,79.76,76.41,72.87,80.0,15.34,46.96,83.19,46.85,53.19,Muy_bajo,Beca_total,Bajo,19.45,Sin deuda,Puntual,45.83,48.66,38.93,20.12,82.82,62.7,4.31,54.18,0,38.501874450731854,78.7006308164297,76.41
425,M,3,Negocios,Privado,16.21,17.56,16.79,57.61,19.21,75.46,80.0,8.18,56.77,35.35,64.19,91.79,Bajo,Pago_directo,Muy_bajo,17.65,Con deuda,Puntual,34.43,87.32,69.69,92.25,17.05,26.34,4.79,74.28,0,19.026397399023548,59.6403276893287,19.21
426,F,1,Ingenieria,Privado,20.0,20.0,16.61,22.98,25.88,41.62,68.74,23.94,0.0,28.33,61.01,78.83,Alto,Financiamiento_familiar,Bajo,15.93,Sin deuda,Puntual,91.24,97.46,86.61,85.27,89.74,20.25,2.54,0.0,0,6.0,93.63121568606525,25.88
427,M,2,Artes,Publico,9.42,9.49,9.04,70.38,14.71,54.17,72.26,6.33,78.88,44.19,44.64,54.66,Medio,Financiamiento_familiar,Bajo,2.72,Con deuda,Puntual,39.37,60.16,73.93,77.49,65.61,58.51,6.69,51.07,0,59.759984777073136,69.75331731408144,14.71
428,F,4,Salud,Privado,10.24,10.11,5.9,3.94,46.15,62.28,80.0,6.7,26.14,52.28,46.76,80.28,Alto,Financiamiento_familiar,Bajo,17.29,Con deuda,Puntual,76.55,63.83,53.95,39.27,88.19,46.66,2.02,8.4,1,18.084144612278745,69.97428127505259,46.15
429,M,4,Negocios,Concertado,15.23,16.51,13.27,18.49,12.39,10.48,24.8,22.34,0.0,18.83,53.69,67.08,Medio,Pago_directo,Bajo,12.01,Con deuda,Puntual,39.02,72.68,49.87,50.44,48.53,48.45,6.79,19.92,0,13.659555477400481,84.91521857920918,12.39
430,M,2,Ingenieria,Privado,5.23,7.13,0.66,71.79,28.5,48.08,80.0,0.59,89.98,74.4,40.45,63.83,Bajo,Financiamiento_familiar,Bajo,21.46,Sin deuda,Puntual,52.98,45.27,48.76,46.43,54.2,49.35,1.09,25.03,0,95.0,42.12865639311961,28.5
431,M,1,Artes,Publico,13.37,15.69,8.55,20.5,55.76,2.74,62.13,16.72,0.0,43.65,45.91,80.23,Bajo,Financiamiento_familiar,Bajo,22.08,Sin deuda,Puntual,69.7,69.4,45.31,25.34,91.9,24.77,3.89,53.08,0,45.90005557977687,78.73242810344418,55.76
432,F,6,Artes,Publico,10.19,9.31,6.05,17.65,44.81,39.81,80.0,17.41,0.0,28.4,49.47,67.09,Medio,Pago_directo,Bajo,1.32,Sin deuda,Impuntual,57.79,62.78,62.35,50.5,89.99,48.92,3.0,71.1,0,18.609277849612194,100.0,44.81
433,F,8,Artes,Publico,20.0,20.0,16.57,11.05,30.92,12.39,46.21,20.07,0.0,5.68,60.2,100.0,Muy_bajo,Pago_directo,Muy_bajo,19.7,Sin deuda,Puntual,60.43,84.91,15.58,3.05,44.82,14.18,3.69,45.12,1,7.5426966618721725,74.26994282202521,30.92
434,M,4,Artes,Concertado,8.11,6.66,0.22,68.73,33.62,14.63,48.9,23.39,0.0,18.88,25.53,57.49,Bajo,Financiamiento_familiar,Muy_bajo,0.9,Sin deuda,Impuntual,38.23,41.57,17.46,13.18,27.44,69.79,4.42,73.47,0,87.65136269332905,100.0,33.62
435,M,1,Negocios,Publico,13.64,13.87,9.95,40.0,44.97,29.2,79.01,23.41,0.0,89.93,55.09,71.82,Medio,Pago_directo,Bajo,8.81,Sin deuda,Impuntual,43.68,76.03,73.86,88.66,39.32,33.13,3.61,22.22,1,35.95731913463867,100.0,44.97
436,F,2,Negocios,Publico,10.9,9.3,13.33,53.99,0.47,34.59,39.12,1.57,84.67,30.51,48.13,88.04,Muy_bajo,Credito,Muy_bajo,13.02,Sin deuda,Impuntual,43.83,70.13,64.25,75.17,38.78,33.75,3.49,5.74,0,95.0,37.216224248646,0.47
437,M,1,Ciencias_Sociales,Publico,17.82,17.06,8.73,19.13,6.28,49.85,56.68,19.72,0.0,16.89,37.82,66.31,Medio,Credito,Bajo,3.55,Con deuda,Puntual,40.65,74.46,38.21,42.29,28.69,27.77,5.4,0.0,0,12.769533263201183,99.37904427013277,6.28
438,F,7,Ciencias,Concertado,8.42,10.58,1.54,60.64,70.5,5.95,77.06,15.51,8.9,41.07,46.96,63.08,Bajo,Financiamiento_familiar,Bajo,17.91,Con deuda,Puntual,37.05,52.58,44.26,51.72,26.86,48.7,5.12,0.0,0,71.13031755625875,83.34393807379692,70.5
439,F,1,Salud,Publico,17.79,16.02,17.5,60.8,6.23,40.3,49.5,15.54,26.58,25.71,49.75,91.62,Alto,Pago_directo,Bajo,0.2,Sin deuda,Impuntual,76.84,85.29,51.73,37.0,86.11,39.75,6.0,0.0,0,22.068957048467162,90.51106310100478,6.23
440,M,4,Ingenieria,Concertado,14.66,15.32,9.32,25.01,56.54,14.61,72.88,3.08,51.12,0.0,50.04,79.51,Muy_bajo,Pago_directo,Bajo,4.05,Sin deuda,Puntual,51.71,75.02,53.95,74.08,6.99,29.28,2.5,29.22,0,37.471245747497996,62.426514254225964,56.54
441,M,2,Ingenieria,Privado,13.21,13.67,11.06,32.85,73.6,45.92,80.0,15.6,4.4,32.31,39.39,79.96,Bajo,Credito,Bajo,13.94,Sin deuda,Puntual,69.71,75.76,75.22,78.42,67.76,45.99,4.66,62.79,0,36.36195662700219,88.6224148782296,73.6
442,Other,4,Ciencias_Sociales,Publico,7.67,5.77,4.26,16.78,21.65,50.99,75.36,23.58,0.0,49.41,38.4,60.4,Medio,Financiamiento_familiar,Bajo,17.15,Sin deuda,Puntual,70.44,52.77,58.61,76.33,17.28,69.03,4.51,56.28,0,23.61567548965518,98.11718986546478,21.65
443,M,4,Negocios,Concertado,15.65,14.78,8.7,78.12,29.64,44.54,76.12,21.88,1.72,55.17,36.28,76.53,Bajo,Credito,Muy_bajo,22.0,Con deuda,Puntual,22.81,77.12,60.92,72.26,34.45,51.53,3.22,0.0,0,34.32636554671992,90.36860720327324,29.64
444,M,6,Negocios,Publico,9.87,10.18,7.72,51.65,45.51,59.06,80.0,10.54,43.9,30.66,45.13,76.1,Medio,Pago_directo,Muy_bajo,16.93,Sin deuda,Impuntual,44.39,52.25,16.16,20.45,6.15,58.54,3.92,4.11,0,71.62031010663273,66.14456913092134,45.51
445,F,2,Negocios,Privado,5.03,3.47,1.35,74.76,70.54,26.85,80.0,0.96,100.0,39.73,40.4,57.49,Medio,Pago_directo,Muy_bajo,16.12,Sin deuda,Puntual,69.64,38.93,31.76,33.8,27.0,41.93,2.88,9.43,0,95.0,39.85592407393918,70.54
